,,,2021q2,2021q4,2021q3,2022q2,2022q4,2022q3,2021q1,2022q1
JPMORGAN CHASE & CO,CI,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,-6945000000.0,-7023000000.0,1529000000.0,-9483000000.0,-4765000000.0,-14285000000.0,6417000000.0,-8070000000.0
JPMORGAN CHASE & CO,CI,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,-250000000.0,-187000000.0,64000000.0,-62000000.0,-581000000.0,-679000000.0,234000000.0,-461000000.0
JPMORGAN CHASE & CO,CI,OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,-4339000000.0,-434000000.0,674000000.0,-7453000000.0,-2145000000.0,-4031000000.0,4123000000.0,-5540000000.0
JPMORGAN CHASE & CO,CI,ComprehensiveIncomeNetOfTax,7355000000.0,10080000000.0,13477000000.0,-1201000000.0,4972000000.0,3847000000.0,35548000000.0,40264000000.0
JPMORGAN CHASE & CO,CI,OtherComprehensiveIncomeLossDerivativeExcludedComponentIncreaseDecreaseAfterAdjustmentsAndTaxParent,-28000000.0,9000000.0,-23000000.0,110000000.0,38000000.0,51000000.0,19000000.0,-19000000.0
JPMORGAN CHASE & CO,CI,OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,-68000000.0,-6000000.0,-9000000.0,-67000000.0,1004000000.0,-20000000.0,-212000000.0,-922000000.0
LOCKHEED MARTIN CORP,CP,EntityCommonStockSharesOutstanding,277933985.0,275786440.0,276916491.0,266106974.0,262073963.0,265152217.0,280103431.0,272326925.0
LOCKHEED MARTIN CORP,BS,DebtCurrent,506000000.0,6000000.0,506000000.0,500000000.0,,,500000000.0,6000000.0
LOCKHEED MARTIN CORP,BS,DefinedBenefitPensionPlanLiabilitiesNoncurrent,12643000000.0,9351000000.0,12412000000.0,8143000000.0,5745000000.0,5808000000.0,12874000000.0,8319000000.0
LOCKHEED MARTIN CORP,BS,OtherLiabilitiesCurrent,2273000000.0,2863000000.0,2720000000.0,2375000000.0,2515000000.0,3158000000.0,1845000000.0,1996000000.0
LOCKHEED MARTIN CORP,BS,LiabilitiesCurrent,14717000000.0,15026000000.0,15242000000.0,16047000000.0,16347000000.0,16479000000.0,13933000000.0,13997000000.0
LOCKHEED MARTIN CORP,BS,AdditionalPaidInCapitalCommonStock,65000000.0,98000000.0,122000000.0,0.0,0.0,0.0,221000000.0,94000000.0
LOCKHEED MARTIN CORP,BS,OtherAssetsCurrent,941000000.0,763000000.0,774000000.0,706000000.0,600000000.0,613000000.0,1150000000.0,688000000.0
LOCKHEED MARTIN CORP,BS,ReceivablesNetCurrent,2214000000.0,2267000000.0,2611000000.0,2527000000.0,2484000000.0,3401000000.0,1978000000.0,1963000000.0
LOCKHEED MARTIN CORP,BS,MinorityInterest,21000000.0,0.0,8000000.0,,,,23000000.0,0.0
LOCKHEED MARTIN CORP,BS,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,6333000000.0,9631000000.0,6530000000.0,,,,6038000000.0,10959000000.0
LOCKHEED MARTIN CORP,BS,CommonStockValue,278000000.0,274000000.0,276000000.0,265000000.0,261000000.0,264000000.0,279000000.0,271000000.0
LOCKHEED MARTIN CORP,BS,IntangibleAssetsNetExcludingGoodwill,2930000000.0,2768000000.0,2849000000.0,2644000000.0,2521000000.0,2584000000.0,3012000000.0,2706000000.0
LOCKHEED MARTIN CORP,BS,Liabilities,45104000000.0,42212000000.0,45569000000.0,41508000000.0,40064000000.0,40326000000.0,44672000000.0,39914000000.0
LOCKHEED MARTIN CORP,BS,EmployeeRelatedLiabilitiesCurrent,2794000000.0,3122000000.0,3029000000.0,2671000000.0,3151000000.0,2935000000.0,3163000000.0,3108000000.0
LOCKHEED MARTIN CORP,BS,Goodwill,10799000000.0,10815000000.0,10810000000.0,10811000000.0,10764000000.0,10794000000.0,10806000000.0,10813000000.0
LOCKHEED MARTIN CORP,BS,StockholdersEquity,6312000000.0,9631000000.0,6522000000.0,10002000000.0,11966000000.0,11432000000.0,6015000000.0,10959000000.0
LOCKHEED MARTIN CORP,BS,LiabilitiesAndStockholdersEquity,51437000000.0,51843000000.0,52099000000.0,51510000000.0,52030000000.0,51758000000.0,50710000000.0,50873000000.0
LOCKHEED MARTIN CORP,BS,CashAndCashEquivalentsAtCarryingValue,2933000000.0,2727000000.0,2745000000.0,1883000000.0,2430000000.0,1775000000.0,3160000000.0,3604000000.0
LOCKHEED MARTIN CORP,BS,OtherLiabilitiesNoncurrent,6087000000.0,6167000000.0,6250000000.0,6173000000.0,6492000000.0,6395000000.0,6196000000.0,5928000000.0
LOCKHEED MARTIN CORP,BS,AssetsCurrent,20252000000.0,21357000000.0,20674000000.0,20390000000.0,20960000000.0,20973000000.0,19378000000.0,19815000000.0
LOCKHEED MARTIN CORP,BS,ContractWithCustomerLiabilityCurrent,7255000000.0,7515000000.0,7379000000.0,7902000000.0,8059000000.0,8077000000.0,7545000000.0,8107000000.0
LOCKHEED MARTIN CORP,BS,ContractWithCustomerAssetNetCurrent,10908000000.0,12697000000.0,11425000000.0,12130000000.0,12333000000.0,11753000000.0,9545000000.0,10579000000.0
LOCKHEED MARTIN CORP,BS,AccountsPayableCurrent,1889000000.0,1520000000.0,1608000000.0,2599000000.0,2622000000.0,2309000000.0,880000000.0,780000000.0
LOCKHEED MARTIN CORP,BS,LongTermDebtNoncurrent,11657000000.0,11668000000.0,11665000000.0,11145000000.0,11480000000.0,11644000000.0,11669000000.0,11670000000.0
LOCKHEED MARTIN CORP,BS,Assets,51437000000.0,51843000000.0,52099000000.0,51510000000.0,52030000000.0,51758000000.0,50710000000.0,50873000000.0
LOCKHEED MARTIN CORP,BS,DeferredIncomeTaxAssetsNet,3375000000.0,2664000000.0,3377000000.0,2688000000.0,3116000000.0,2680000000.0,3475000000.0,2290000000.0
LOCKHEED MARTIN CORP,BS,AccumulatedOtherComprehensiveIncomeLossNetOfTax,-16008000000.0,-12217000000.0,-15837000000.0,-10979000000.0,-8134000000.0,-8168000000.0,-16121000000.0,-11006000000.0
LOCKHEED MARTIN CORP,BS,CommonStockParOrStatedValuePerShare,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LOCKHEED MARTIN CORP,BS,OtherAssetsNoncurrent,6868000000.0,6907000000.0,7099000000.0,7416000000.0,7040000000.0,7158000000.0,6826000000.0,7652000000.0
LOCKHEED MARTIN CORP,BS,RetainedEarningsAccumulatedDeficit,21977000000.0,21476000000.0,21961000000.0,20716000000.0,19839000000.0,19336000000.0,21636000000.0,21600000000.0
LOCKHEED MARTIN CORP,BS,PropertyPlantAndEquipmentNet,7213000000.0,7332000000.0,7290000000.0,7561000000.0,7629000000.0,7569000000.0,7213000000.0,7597000000.0
LOCKHEED MARTIN CORP,BS,InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,3256000000.0,2903000000.0,3119000000.0,3144000000.0,3113000000.0,3431000000.0,3545000000.0,2981000000.0
LOCKHEED MARTIN CORP,EQ,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,6333000000.0,9631000000.0,6530000000.0,10002000000.0,11966000000.0,11432000000.0,6038000000.0,10959000000.0
LOCKHEED MARTIN CORP,EQ,MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,2000000.0,8000000.0,13000000.0,0.0,8000000.0,13000000.0,21000000.0,23000000.0
LOCKHEED MARTIN CORP,EQ,DividendsCash,725000000.0,775000000.0,1454000000.0,749000000.0,-7000000.0,1497000000.0,2757000000.0,2944000000.0
LOCKHEED MARTIN CORP,EQ,NetIncomeLoss,1837000000.0,614000000.0,1815000000.0,1733000000.0,3820000000.0,309000000.0,6833000000.0,6315000000.0
LOCKHEED MARTIN CORP,EQ,StockBasedAwardsAndESOPActivity,72000000.0,150000000.0,250000000.0,32000000.0,148000000.0,180000000.0,479000000.0,545000000.0
LOCKHEED MARTIN CORP,EQ,StockRepurchasedDuringPeriodValue,1000000000.0,500000000.0,500000000.0,2000000000.0,1433000000.0,373000000.0,1100000000.0,4087000000.0
LOCKHEED MARTIN CORP,EQ,OtherComprehensiveIncomeLossNetOfTax,113000000.0,3620000000.0,171000000.0,27000000.0,34000000.0,2811000000.0,-567000000.0,5115000000.0
LOCKHEED MARTIN CORP,CF,IncreaseDecreaseInPensionAndPostretirementObligations,-66000000.0,-200000000.0,-133000000.0,-116000000.0,-322000000.0,-231000000.0,-1197000000.0,-267000000.0
LOCKHEED MARTIN CORP,CF,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,2933000000.0,2727000000.0,2745000000.0,1883000000.0,2430000000.0,1775000000.0,3160000000.0,3604000000.0
LOCKHEED MARTIN CORP,CF,IncreaseDecreaseInOtherOperatingCapitalNet,166000000.0,-119000000.0,-141000000.0,222000000.0,-794000000.0,-331000000.0,-739000000.0,-10000000.0
LOCKHEED MARTIN CORP,CF,IncreaseDecreaseInContractWithCustomerLiability,-290000000.0,-30000000.0,-166000000.0,-205000000.0,-48000000.0,-30000000.0,491000000.0,562000000.0
LOCKHEED MARTIN CORP,CF,PaymentsOfDividendsCommonStock,739000000.0,2178000000.0,1460000000.0,767000000.0,2250000000.0,1511000000.0,2764000000.0,2940000000.0
LOCKHEED MARTIN CORP,CF,IncreaseDecreaseInAccruedIncomeTaxesPayable,301000000.0,55000000.0,33000000.0,697000000.0,113000000.0,1065000000.0,-19000000.0,45000000.0
LOCKHEED MARTIN CORP,CF,IncreaseDecreaseInReceivables,236000000.0,289000000.0,633000000.0,564000000.0,521000000.0,1438000000.0,-359000000.0,-15000000.0
LOCKHEED MARTIN CORP,CF,NetCashProvidedByUsedInOperatingActivities,1748000000.0,4953000000.0,3016000000.0,1410000000.0,5874000000.0,2741000000.0,8183000000.0,9221000000.0
LOCKHEED MARTIN CORP,CF,PaymentsForProceedsFromOtherInvestingActivities,-112000000.0,-296000000.0,-210000000.0,-17000000.0,4000000.0,11000000.0,-38000000.0,-361000000.0
LOCKHEED MARTIN CORP,CF,IncreaseDecreaseInAccountsPayable,1023000000.0,653000000.0,743000000.0,1829000000.0,1834000000.0,1522000000.0,-372000000.0,-98000000.0
LOCKHEED MARTIN CORP,CF,ShareBasedCompensation,47000000.0,189000000.0,127000000.0,54000000.0,195000000.0,134000000.0,221000000.0,227000000.0
LOCKHEED MARTIN CORP,CF,SeveranceAndRestructuringCosts,36000000.0,0.0,36000000.0,0.0,0.0,0.0,,36000000.0
LOCKHEED MARTIN CORP,CF,NetIncomeLoss,1837000000.0,614000000.0,1815000000.0,1733000000.0,3820000000.0,309000000.0,6833000000.0,6315000000.0
LOCKHEED MARTIN CORP,CF,IncreaseDecreaseInInventories,-289000000.0,-642000000.0,-426000000.0,163000000.0,132000000.0,450000000.0,-74000000.0,-564000000.0
LOCKHEED MARTIN CORP,CF,PaymentsForRepurchaseOfCommonStock,1000000000.0,2000000000.0,1500000000.0,2000000000.0,3694000000.0,2356000000.0,1100000000.0,4087000000.0
LOCKHEED MARTIN CORP,CF,NetCashProvidedByUsedInFinancingActivities,-1806000000.0,-4767000000.0,-3042000000.0,-2880000000.0,-6067000000.0,-3987000000.0,-4527000000.0,-7616000000.0
LOCKHEED MARTIN CORP,CF,ProceedsFromPaymentsForOtherFinancingActivities,-67000000.0,-89000000.0,-82000000.0,-113000000.0,-140000000.0,-137000000.0,-144000000.0,-89000000.0
LOCKHEED MARTIN CORP,CF,DepreciationAndAmortizationIncludingDiscontinuedOperations,336000000.0,999000000.0,670000000.0,329000000.0,965000000.0,672000000.0,1290000000.0,1364000000.0
LOCKHEED MARTIN CORP,CF,NetCashProvidedByUsedInInvestingActivities,-169000000.0,-619000000.0,-389000000.0,-251000000.0,-981000000.0,-583000000.0,-2010000000.0,-1161000000.0
LOCKHEED MARTIN CORP,CF,PaymentsToAcquireProductiveAssets,281000000.0,915000000.0,599000000.0,268000000.0,977000000.0,572000000.0,1766000000.0,1522000000.0
LOCKHEED MARTIN CORP,CF,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,-227000000.0,-433000000.0,-415000000.0,-1721000000.0,-1174000000.0,-1829000000.0,1646000000.0,444000000.0
LOCKHEED MARTIN CORP,CF,IncreaseDecreaseInContractWithCustomerAsset,1363000000.0,3152000000.0,1880000000.0,1551000000.0,1754000000.0,1174000000.0,451000000.0,1034000000.0
LOCKHEED MARTIN CORP,IS,IncomeTaxExpenseBenefit,374000000.0,65000000.0,355000000.0,328000000.0,321000000.0,21000000.0,1347000000.0,1235000000.0
LOCKHEED MARTIN CORP,IS,CostOfGoodsAndServicesSold,14072000000.0,13726000000.0,14878000000.0,13055000000.0,,13490000000.0,56744000000.0,57983000000.0
LOCKHEED MARTIN CORP,IS,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2211000000.0,679000000.0,2170000000.0,2061000000.0,2099000000.0,330000000.0,8235000000.0,7550000000.0
LOCKHEED MARTIN CORP,IS,EarningsPerShareDiluted,6.56,2.21,6.52,6.44,6.71,1.16,6.38,22.76
LOCKHEED MARTIN CORP,IS,GrossProfit,2186000000.0,2302000000.0,2151000000.0,1909000000.0,2120000000.0,1956000000.0,8654000000.0,9061000000.0
LOCKHEED MARTIN CORP,IS,SeveranceAndRestructuringCosts,36000000.0,0.0,36000000.0,0.0,0.0,0.0,,36000000.0
LOCKHEED MARTIN CORP,IS,NetIncomeLoss,1837000000.0,614000000.0,1815000000.0,1733000000.0,3820000000.0,309000000.0,6833000000.0,6315000000.0
LOCKHEED MARTIN CORP,IS,EarningsPerShareBasic,6.58,2.22,6.54,6.46,6.73,1.16,24.4,22.85
LOCKHEED MARTIN CORP,IS,CommonStockDividendsPerShareCashPaid,2.6,2.6,2.6,2.8,2.8,2.8,,
LOCKHEED MARTIN CORP,IS,OperatingIncomeLoss,2182000000.0,2294000000.0,2192000000.0,1933000000.0,2159000000.0,1963000000.0,8644000000.0,9123000000.0
LOCKHEED MARTIN CORP,IS,Revenues,16258000000.0,16028000000.0,33287000000.0,14964000000.0,16583000000.0,15446000000.0,65398000000.0,67044000000.0
LOCKHEED MARTIN CORP,IS,OtherNonoperatingIncomeExpense,169000000.0,98000000.0,120000000.0,123000000.0,-26000000.0,-161000000.0,182000000.0,288000000.0
LOCKHEED MARTIN CORP,IS,OtherOperatingIncomeExpenseNet,-4000000.0,-8000000.0,41000000.0,24000000.0,39000000.0,7000000.0,-10000000.0,62000000.0
LOCKHEED MARTIN CORP,IS,InterestExpense,140000000.0,141000000.0,142000000.0,135000000.0,145000000.0,141000000.0,591000000.0,569000000.0
LOCKHEED MARTIN CORP,CI,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax,-140000000.0,-107000000.0,-140000000.0,-48000000.0,,,,
LOCKHEED MARTIN CORP,CI,NetIncomeLoss,1837000000.0,614000000.0,1815000000.0,1733000000.0,3820000000.0,309000000.0,6833000000.0,6315000000.0
LOCKHEED MARTIN CORP,CI,OtherComprehensiveIncomeOtherNetOfTax,-27000000.0,-55000000.0,31000000.0,-21000000.0,-126000000.0,-90000000.0,60000000.0,-76000000.0
LOCKHEED MARTIN CORP,CI,ComprehensiveIncomeNetOfTax,1950000000.0,4234000000.0,1986000000.0,1760000000.0,1812000000.0,3120000000.0,6266000000.0,11430000000.0
LOCKHEED MARTIN CORP,CI,OtherComprehensiveIncomeLossNetOfTax,113000000.0,3620000000.0,171000000.0,27000000.0,34000000.0,2811000000.0,-567000000.0,5115000000.0
MICROSOFT CORP,CP,EntityListingParValuePerShare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MICROSOFT CORP,CP,EntityCommonStockSharesOutstanding,7531574551.0,7507980444.0,7514891248.0,7479033135.0,7454473144.0,7457891872.0,7542215767.0,7496866428.0
MICROSOFT CORP,BS,OtherLiabilitiesCurrent,10450000000.0,10816000000.0,11666000000.0,11865000000.0,12058000000.0,13067000000.0,10527000000.0,11684000000.0
MICROSOFT CORP,BS,LiabilitiesCurrent,72193000000.0,80528000000.0,88657000000.0,77439000000.0,87389000000.0,95082000000.0,67486000000.0,77510000000.0
MICROSOFT CORP,BS,DeferredIncomeTaxLiabilitiesNet,173000000.0,212000000.0,198000000.0,304000000.0,223000000.0,230000000.0,174000000.0,199000000.0
MICROSOFT CORP,BS,CommitmentsAndContingencies,,,,,,,,
MICROSOFT CORP,BS,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,49681000000.0,52469000000.0,51351000000.0,58053000000.0,60638000000.0,59660000000.0,47715000000.0,55277000000.0
MICROSOFT CORP,BS,OtherAssetsCurrent,11640000000.0,12951000000.0,13393000000.0,13320000000.0,18003000000.0,16924000000.0,12769000000.0,12280000000.0
MICROSOFT CORP,BS,AccruedIncomeTaxesNoncurrent,27157000000.0,25715000000.0,27190000000.0,26483000000.0,23712000000.0,26069000000.0,26701000000.0,26121000000.0
MICROSOFT CORP,BS,ContractWithCustomerLiabilityNoncurrent,2631000000.0,2550000000.0,2616000000.0,2769000000.0,2549000000.0,2870000000.0,2985000000.0,2768000000.0
MICROSOFT CORP,BS,CashCashEquivalentsAndShortTermInvestments,125407000000.0,130615000000.0,130334000000.0,104693000000.0,107262000000.0,104757000000.0,131968000000.0,125369000000.0
MICROSOFT CORP,BS,Liabilities,174374000000.0,183440000000.0,191791000000.0,181683000000.0,186218000000.0,198298000000.0,173901000000.0,180379000000.0
MICROSOFT CORP,BS,EmployeeRelatedLiabilitiesCurrent,8032000000.0,6894000000.0,10057000000.0,9067000000.0,7405000000.0,10661000000.0,6838000000.0,7782000000.0
MICROSOFT CORP,BS,Goodwill,49698000000.0,50455000000.0,49711000000.0,67371000000.0,67459000000.0,67524000000.0,44219000000.0,50921000000.0
MICROSOFT CORP,BS,StockholdersEquity,134505000000.0,151978000000.0,141988000000.0,162924000000.0,173566000000.0,166542000000.0,130236000000.0,160010000000.0
MICROSOFT CORP,BS,LiabilitiesAndStockholdersEquity,308879000000.0,335418000000.0,333779000000.0,344607000000.0,359784000000.0,364840000000.0,304137000000.0,340389000000.0
MICROSOFT CORP,BS,LongTermInvestments,5395000000.0,6393000000.0,5984000000.0,6907000000.0,6839000000.0,6891000000.0,3794000000.0,6994000000.0
MICROSOFT CORP,BS,CashAndCashEquivalentsAtCarryingValue,13702000000.0,19165000000.0,14224000000.0,12498000000.0,22884000000.0,13931000000.0,14432000000.0,20604000000.0
MICROSOFT CORP,BS,ShortTermInvestments,111705000000.0,111450000000.0,116110000000.0,92195000000.0,84378000000.0,90826000000.0,117536000000.0,104765000000.0
MICROSOFT CORP,BS,OtherLiabilitiesNoncurrent,12941000000.0,14346000000.0,13427000000.0,15154000000.0,15311000000.0,15526000000.0,12544000000.0,14747000000.0
MICROSOFT CORP,BS,AssetsCurrent,165614000000.0,174326000000.0,184406000000.0,153922000000.0,160812000000.0,169684000000.0,173973000000.0,174188000000.0
MICROSOFT CORP,BS,ContractWithCustomerLiabilityCurrent,30083000000.0,38465000000.0,41525000000.0,34027000000.0,41340000000.0,45538000000.0,30402000000.0,34001000000.0
MICROSOFT CORP,BS,AllowanceForDoubtfulAccountsReceivableCurrent,620000000.0,536000000.0,751000000.0,505000000.0,438000000.0,633000000.0,642000000.0,551000000.0
MICROSOFT CORP,BS,AccountsPayableCurrent,13412000000.0,14832000000.0,15163000000.0,16085000000.0,16609000000.0,19000000000.0,12770000000.0,15314000000.0
MICROSOFT CORP,BS,InventoryNet,2245000000.0,3411000000.0,2636000000.0,3296000000.0,4268000000.0,3742000000.0,1924000000.0,3019000000.0
MICROSOFT CORP,BS,FiniteLivedIntangibleAssetsNet,8127000000.0,7794000000.0,7800000000.0,11348000000.0,10808000000.0,11298000000.0,6555000000.0,7462000000.0
MICROSOFT CORP,BS,LongTermDebtNoncurrent,50007000000.0,50039000000.0,50074000000.0,48177000000.0,45374000000.0,47032000000.0,55136000000.0,48260000000.0
MICROSOFT CORP,BS,Assets,308879000000.0,335418000000.0,333779000000.0,344607000000.0,359784000000.0,364840000000.0,304137000000.0,340389000000.0
MICROSOFT CORP,BS,LongTermDebtCurrent,8051000000.0,3249000000.0,8072000000.0,1749000000.0,3248000000.0,2749000000.0,5387000000.0,4998000000.0
MICROSOFT CORP,BS,CommonStockSharesOutstanding,7534000000.0,7510000000.0,7519000000.0,7483000000.0,7457000000.0,7464000000.0,7546000000.0,7500000000.0
MICROSOFT CORP,BS,AccumulatedOtherComprehensiveIncomeLossNetOfTax,1462000000.0,1283000000.0,1822000000.0,-2476000000.0,-7343000000.0,-4678000000.0,3367000000.0,437000000.0
MICROSOFT CORP,BS,OperatingLeaseLiabilityNoncurrent,9272000000.0,10050000000.0,9629000000.0,11357000000.0,11660000000.0,11489000000.0,8875000000.0,10774000000.0
MICROSOFT CORP,BS,OtherAssetsNoncurrent,14427000000.0,21103000000.0,15075000000.0,21845000000.0,23482000000.0,21897000000.0,13561000000.0,21256000000.0
MICROSOFT CORP,BS,AccruedIncomeTaxesCurrent,2165000000.0,6272000000.0,2174000000.0,4646000000.0,6729000000.0,4067000000.0,1562000000.0,3731000000.0
MICROSOFT CORP,BS,RetainedEarningsAccumulatedDeficit,50735000000.0,66944000000.0,57055000000.0,79633000000.0,92374000000.0,84281000000.0,44973000000.0,75045000000.0
MICROSOFT CORP,BS,AccountsReceivableNetCurrent,26322000000.0,27349000000.0,38043000000.0,32613000000.0,31279000000.0,44261000000.0,27312000000.0,33520000000.0
MICROSOFT CORP,BS,PropertyPlantAndEquipmentNet,54945000000.0,63772000000.0,59715000000.0,70298000000.0,77037000000.0,74398000000.0,51737000000.0,67214000000.0
MICROSOFT CORP,BS,CommonStockSharesAuthorized,24000000000.0,24000000000.0,24000000000.0,24000000000.0,24000000000.0,24000000000.0,24000000000.0,24000000000.0
MICROSOFT CORP,BS,OperatingLeaseRightOfUseAsset,10673000000.0,11575000000.0,11088000000.0,12916000000.0,13347000000.0,13148000000.0,10298000000.0,12354000000.0
MICROSOFT CORP,BS,CommonStocksIncludingAdditionalPaidInCapital,82308000000.0,83751000000.0,83111000000.0,85767000000.0,88535000000.0,86939000000.0,81896000000.0,84528000000.0
MICROSOFT CORP,EQ,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,-1905000000.0,-539000000.0,-1374000000.0,-2913000000.0,-2665000000.0,-6500000000.0,257000000.0,-846000000.0
MICROSOFT CORP,EQ,CommonStockDividendsPerShareDeclared,0.56,0.62,2.24,0.62,0.68,0.62,1.12,0.62
MICROSOFT CORP,EQ,StockholdersEquity,134505000000.0,151978000000.0,141988000000.0,162924000000.0,173566000000.0,166542000000.0,130236000000.0,160010000000.0
MICROSOFT CORP,EQ,DividendsCommonStockCash,4219000000.0,4656000000.0,4211000000.0,4639000000.0,5071000000.0,4627000000.0,4226000000.0,4650000000.0
MICROSOFT CORP,EQ,NetIncomeLoss,15457000000.0,20505000000.0,61271000000.0,16728000000.0,17556000000.0,72738000000.0,29356000000.0,18765000000.0
MICROSOFT CORP,CF,PaymentsToAcquireInvestments,18375000000.0,10309000000.0,62924000000.0,8723000000.0,5013000000.0,26456000000.0,15092000000.0,2505000000.0
MICROSOFT CORP,CF,IncreaseDecreaseInOtherCurrentAssets,-478000000.0,-940000000.0,932000000.0,-91000000.0,332000000.0,709000000.0,-730000000.0,-830000000.0
MICROSOFT CORP,CF,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,13702000000.0,19165000000.0,14224000000.0,12498000000.0,22884000000.0,13931000000.0,14432000000.0,20604000000.0
MICROSOFT CORP,CF,ProceedsFromInvestments,5876000000.0,5630000000.0,14008000000.0,16693000000.0,2711000000.0,28443000000.0,2421000000.0,2895000000.0
MICROSOFT CORP,CF,EffectOfExchangeRateOnCashAndCashEquivalents,-33000000.0,-73000000.0,-29000000.0,24000000.0,,,14000000.0,106000000.0
MICROSOFT CORP,CF,IncreaseDecreaseInAccountsReceivable,-290000000.0,-10486000000.0,6481000000.0,-857000000.0,-11729000000.0,6834000000.0,4008000000.0,5543000000.0
MICROSOFT CORP,CF,IncreaseDecreaseInContractWithCustomerLiability,-473000000.0,-2885000000.0,4633000000.0,-209000000.0,-3322000000.0,5109000000.0,-3227000000.0,-4343000000.0
MICROSOFT CORP,CF,IncreaseDecreaseInOtherCurrentLiabilities,1590000000.0,-4143000000.0,4149000000.0,1287000000.0,-4024000000.0,2344000000.0,1755000000.0,1745000000.0
MICROSOFT CORP,CF,PaymentsOfDividendsCommonStock,4221000000.0,4206000000.0,16521000000.0,4645000000.0,4621000000.0,18135000000.0,4230000000.0,4652000000.0
MICROSOFT CORP,CF,IncreaseDecreaseInAccruedIncomeTaxesPayable,1074000000.0,2653000000.0,-2309000000.0,1091000000.0,410000000.0,696000000.0,-2368000000.0,-2057000000.0
MICROSOFT CORP,CF,NetCashProvidedByUsedInOperatingActivities,22179000000.0,24540000000.0,76740000000.0,25386000000.0,23198000000.0,89035000000.0,12516000000.0,14480000000.0
MICROSOFT CORP,CF,PaymentsForProceedsFromOtherInvestingActivities,-400000000.0,417000000.0,922000000.0,1181000000.0,860000000.0,2825000000.0,-327000000.0,89000000.0
MICROSOFT CORP,CF,PaymentsOfDebtRestructuringCosts,1754000000.0,,1754000000.0,0.0,,0.0,,
MICROSOFT CORP,CF,IncreaseDecreaseInAccountsPayable,833000000.0,-471000000.0,2798000000.0,520000000.0,-1567000000.0,2943000000.0,33000000.0,235000000.0
MICROSOFT CORP,CF,DeferredIncomeTaxExpenseBenefit,-88000000.0,-5970000000.0,-150000000.0,-198000000.0,-1191000000.0,-5702000000.0,-17000000.0,183000000.0
MICROSOFT CORP,CF,IncreaseDecreaseInOtherNoncurrentLiabilities,122000000.0,250000000.0,1402000000.0,438000000.0,188000000.0,825000000.0,893000000.0,93000000.0
MICROSOFT CORP,CF,ShareBasedCompensation,1525000000.0,1702000000.0,6118000000.0,1906000000.0,2192000000.0,7502000000.0,1566000000.0,1897000000.0
MICROSOFT CORP,CF,NetIncomeLoss,15457000000.0,20505000000.0,61271000000.0,16728000000.0,17556000000.0,72738000000.0,29356000000.0,18765000000.0
MICROSOFT CORP,CF,IncreaseDecreaseInInventories,329000000.0,777000000.0,737000000.0,279000000.0,543000000.0,1123000000.0,-788000000.0,-394000000.0
MICROSOFT CORP,CF,PaymentsForRepurchaseOfCommonStock,6930000000.0,7684000000.0,27385000000.0,8822000000.0,5573000000.0,32696000000.0,6535000000.0,7433000000.0
MICROSOFT CORP,CF,ProceedsFromIssuanceOfCommonStock,396000000.0,612000000.0,1693000000.0,477000000.0,575000000.0,1841000000.0,302000000.0,291000000.0
MICROSOFT CORP,CF,DepreciationAmortizationAndOther,2936000000.0,3212000000.0,11686000000.0,3773000000.0,2790000000.0,14460000000.0,2761000000.0,3496000000.0
MICROSOFT CORP,CF,AcquisitionsNetOfCashAcquiredAndPurchasesOfIntangibleAndOtherAssets,7512000000.0,1206000000.0,8909000000.0,18719000000.0,349000000.0,22038000000.0,415000000.0,850000000.0
MICROSOFT CORP,CF,PaymentsToAcquirePropertyPlantAndEquipment,5089000000.0,5810000000.0,20622000000.0,5340000000.0,6283000000.0,23886000000.0,4174000000.0,5865000000.0
MICROSOFT CORP,CF,NetCashProvidedByUsedInFinancingActivities,-13192000000.0,-16276000000.0,-48486000000.0,-17345000000.0,-10883000000.0,-58876000000.0,-13634000000.0,-11986000000.0
MICROSOFT CORP,CF,ProceedsFromPaymentsForOtherFinancingActivities,-183000000.0,-172000000.0,-769000000.0,-158000000.0,-264000000.0,-863000000.0,79000000.0,-192000000.0
